"id","bond_code","event_date","event_type","W5","W6","W1","W2","W8","W7a","W7b","W3","W9","W4a","W4b"
"1123","113046.SH","2024-4-16","NO","0","0","-0.08513765782117844","1.780205","2.9295","0","1.0710","0","0.12792","0","24"
"1124","123145.SZ","2024-4-16","NO","1","1","0.11887108534574509","2.877639","4.0110","0","1.0430","0","0.08442","0","23"
"1125","113033.SH","2024-4-17","PROPOSAL","0","0","0.1954382061958313","0.585788","1.9548","0","1.0799","0","0.03112","0","23"
"1126","118024.SH","2024-4-17","NO","0","1","-0.05291684716939926","1.024422","4.5202","0","1.0701","0","0.01475","0","23"
"1127","118038.SH","2024-4-17","NO","0","1","-0.06199190393090248","1.697153","5.2485","0","1.1312","0","0.03727","1","22"
"1128","127061.SZ","2024-4-17","NO","0","0","0.0009380261180922389","0.649920","4.0082","1","0.9485","0","0.08352","1","22"
"1129","123087.SZ","2024-4-18","PROPOSAL","1","1","-0.02850412391126156","2.877524","2.6585","0","1.1331","0","0.03662","1","22"
"1130","123138.SZ","2024-4-18","NO","0","0","-0.03957405313849449","1.926587","3.8713","0","1.2590","0","0.40200","1","21"
"1131","123203.SZ","2024-4-18","PROPOSAL","0","1","-0.02850412391126156","2.877524","5.2074","0","1.1289","0","0.14045","1","22"
"1132","127066.SZ","2024-4-18","NO","0","1","-0.06100539490580559","1.866097","4.2218","0","1.0898","0","0.22195","0","23"
"1133","127090.SZ","2024-4-18","NO","0","1","-0.10879680514335632","3.015978","5.2649","0","1.1482","0","0.10063","1","22"
"1134","118039.SH","2024-4-19","NO","0","1","-0.07718111574649811","3.484572","5.2512","0","1.0934","0","0.13125","1","20"
"1135","127033.SZ","2024-4-19","NO","1","0","0.060726605355739594","1.959899","2.9897","1","0.7025","0","0.00142","1","20"
"1136","118007.SH","2024-4-22","NO","0","0","0.004673434421420097","2.777331","3.9151","0","1.0312","1","0.00622","1","21"
"1137","123048.SZ","2024-4-22","PROPOSAL","0","0","-0.13816799223423004","4.105831","1.9658","0","1.1050","1","0.00732","0","24"
"1138","127088.SZ","2024-4-22","NO","0","1","-0.08846261352300644","1.136927","5.1964","0","1.1730","0","0.01111","1","22"
"1139","110081.SH","2024-4-23","NO","0","0","-0.030737416818737984","1.068032","3.2608","0","1.0267","0","0.02648","0","24"
"1140","113596.SH","2024-4-23","NO","0","0","0.29154089093208313","1.603683","2.2615","1","0.9204","0","0.00903","1","17"
"1141","118041.SH","2024-4-23","NO","0","1","-0.06330746412277222","2.956910","5.2704","0","1.0896","0","0.09554","1","21"
"1142","123226.SZ","2024-4-23","PROPOSAL","0","1","-0.11432190984487534","1.854519","5.4812","0","1.1710","0","0.08182","1","22"
"1143","123235.SZ","2024-4-23","NO","0","0","-0.20062214136123657","2.844154","5.6619","0","1.1250","0","0.86885","1","22"
"1144","113569.SH","2024-4-24","NO","1","0","-0.03654713183641434","1.939515","1.8727","0","1.1036","0","0.30879","1","21"
"1145","113576.SH","2024-4-24","PROPOSAL","1","0","1.2135746479034424","1.328574","1.9603","1","0.9916","0","0.01251","1","10"
"1146","113643.SH","2024-4-24","NO","0","0","-0.1131487786769867","2.134159","3.9179","0","1.1662","0","0.09110","1","22"
"1147","123146.SZ","2024-4-24","PROPOSAL","0","1","0.9461233615875244","1.243081","4.0329","1","0.9937","0","0.01082","1","22"
"1148","123224.SZ","2024-4-24","PROPOSAL","0","1","-0.060948748141527176","2.619860","5.4045","0","1.1117","0","0.13821","1","21"
"1149","110052.SH","2024-4-25","PROPOSAL","0","0","0.4226144850254059","0.613783","0.8597","0","1.1470","1","0.24837","0","24"
"1150","113597.SH","2024-4-25","NO","0","0","-0.27349263429641724","2.943413","2.2615","0","1.1900","0","0.01353","1","22"
"1151","118037.SH","2024-4-25","NO","1","1","-0.14002275466918945","2.003923","5.1964","0","1.0591","1","0.02299","1","21"
"1152","128044.SZ","2024-4-25","PROPOSAL","1","0","0.4958137571811676","0.821036","0.3039","1","0.9299","1","0.00221","1","16"
"1153","123049.SZ","2024-4-26","PROPOSAL","1","0","0.2743639349937439","1.284891","1.9630","1","0.9860","0","0.00417","1","21"
"1154","123147.SZ","2024-4-26","PROPOSAL","0","1","0.06338421255350113","1.992556","4.0958","0","1.0701","0","0.01119","1","22"
"1155","123196.SZ","2024-4-26","NO","1","1","0.0406666100025177","1.688141","4.9774","0","1.0208","0","0.05333","1","21"
"1156","128062.SZ","2024-4-26","NO","1","0","0.4181039035320282","5.903358","0.9336","0","1.0775","0","0.00413","1","10"
"1157","113584.SH","2024-4-30","NO","0","0","-0.01715259440243244","0.722058","2.0972","0","1.0730","0","0.05161","0","23"
"1158","127077.SZ","2024-4-30","PROPOSAL","1","0","-0.05190947651863098","2.212366","4.5914","0","1.0562","0","0.16720","1","22"
"1159","118034.SH","2024-5-6","NO","0","1","-0.1137240007519722","1.139065","4.9555","0","1.0250","0","0.02632","0","24"
"1160","123096.SZ","2024-5-6","NO","1","0","0.42778274416923523","1.177546","2.7242","1","0.9360","1","0.01695","1","14"
"1161","123198.SZ","2024-5-6","NO","0","1","0.11458216607570648","1.875594","5.0897","1","0.9100","0","0.07692","1","21"
"1162","127089.SZ","2024-5-6","NO","0","1","-0.13657444715499878","0.977439","5.1992","0","1.0213","0","0.01143","0","24"
"1163","118029.SH","2024-5-8","NO","0","0","-0.10862415283918381","2.774484","4.6051","1","0.9678","0","0.10159","1","21"
"1164","128119.SZ","2024-5-8","NO","0","0","-0.07041686773300171","0.884696","2.1793","0","1.0420","0","0.03212","1","22"
"1165","110047.SH","2024-5-9","NO","1","0","0.13018883764743805","0.475073","0.5366","0","1.0858","0","0.03749","0","24"
"1166","110063.SH","2024-5-9","NO","1","0","0.13018883764743805","0.475073","1.5962","0","1.0000","0","0.04680","0","24"
"1167","113573.SH","2024-5-9","PROPOSAL","0","0","-0.05899149179458618","1.751514","1.9384","0","1.1641","0","0.60711","1","21"
"1168","118010.SH","2024-5-9","NO","0","1","-0.02514570765197277","7.827548","4.1369","1","0.9598","0","0.09693","1","21"
"1169","123093.SZ","2024-5-9","NO","0","0","-0.07168985158205032","3.708027","2.6968","0","1.1674","0","0.03346","1","21"
"1170","127019.SZ","2024-5-9","NO","0","0","0.11542579531669617","0.146732","2.1821","0","1.0195","0","0.45072","0","23"
"1171","127022.SZ","2024-5-9","NO","0","0","0.04408206045627594","0.695954","2.4367","0","1.0347","0","0.34565","0","24"
"1172","127071.SZ","2024-5-9","NO","0","1","-0.11625878512859344","2.343722","4.2875","0","1.1536","1","0.20769","0","24"
"1173","110072.SH","2024-5-10","PROPOSAL","0","0","0.013610364869236946","1.120743","2.2724","1","0.9528","0","0.04100","0","24"
"1174","110073.SH","2024-5-10","NO","0","0","0.06923611462116241","1.282696","2.2040","0","1.1047","1","0.19420","0","26"
"1175","113610.SH","2024-5-10","NO","0","0","-0.0911378413438797","3.626061","2.5599","1","0.9791","0","0.11916","1","21"
"1176","123126.SZ","2024-5-10","NO","0","0","-0.04321284592151642","2.180993","3.3347","0","1.1360","0","0.83333","1","21"
"1177","123191.SZ","2024-5-10","PROPOSAL","0","1","-0.04665824770927429","1.584417","4.9172","0","1.0951","1","0.21721","1","22"
"1178","113668.SH","2024-5-13","NO","0","1","-0.023101888597011566","2.706364","4.8706","0","1.0038","0","0.19919","1","21"
"1179","118038.SH","2024-5-13","NO","0","1","-0.0538601316511631","2.037036","5.1773","0","1.1296","0","0.21591","1","22"
"1180","123183.SZ","2024-5-13","NO","1","1","0.05311168357729912","3.075634","4.8597","0","1.0955","0","0.20717","1","22"
"1181","123210.SZ","2024-5-13","NO","0","1","-0.2920805513858795","1.388255","5.2047","0","1.0950","0","0.11765","0","23"
"1182","127061.SZ","2024-5-13","NO","0","0","-0.001992837991565466","0.579248","3.9370","1","0.9812","0","0.08511","1","22"
"1183","113616.SH","2024-5-14","NO","0","1","0.03630251809954643","2.234534","2.6229","0","1.1418","0","0.41814","0","24"
"1184","127094.SZ","2024-5-14","NO","0","1","-0.1199268326163292","6.504236","5.4292","0","1.0836","0","0.42857","1","21"
"1185","113600.SH","2024-5-15","NO","1","0","0.15261569619178772","1.541937","2.2450","0","1.1112","0","0.04870","1","21"
"1186","113633.SH","2024-5-15","NO","0","0","-0.1184028759598732","1.869376","3.5428","0","1.0609","0","0.27065","0","23"
"1187","118031.SH","2024-5-15","NO","0","1","-0.08524481952190399","1.254532","4.7502","1","0.9996","0","0.05755","0","23"
"1188","118045.SH","2024-5-15","NO","1","1","0.0010774624533951283","2.716527","5.3279","0","1.2389","0","0.20588","1","22"
"1189","123076.SZ","2024-5-15","NO","0","0","0.14276032149791718","1.706875","2.5133","0","1.1197","0","0.63691","1","22"
"1190","123172.SZ","2024-5-15","NO","1","0","-0.022535594180226326","1.046893","4.5859","0","1.1723","0","0.07477","1","22"
"1191","127042.SZ","2024-5-15","NO","0","0","-0.005316311027854681","1.497610","3.2334","0","1.1083","0","0.07165","0","23"
"1192","128070.SZ","2024-5-15","PROPOSAL","0","0","0.041413530707359314","1.605576","1.1307","0","1.2680","0","0.71343","1","21"
"1193","113606.SH","2024-5-16","NO","0","0","-0.20746064186096191","3.329990","2.4559","0","1.1478","0","0.54286","1","22"
"1194","113680.SH","2024-5-16","NO","0","1","-0.1289042830467224","2.245921","5.5003","0","1.2098","0","0.43137","1","21"
"1195","118007.SH","2024-5-16","NO","0","0","0.005161983892321587","2.705978","3.8494","0","1.0464","1","0.03622","1","21"
"1196","118035.SH","2024-5-16","NO","0","1","-0.03896192088723183","3.280715","5.0732","0","1.0804","0","0.08333","1","21"
"1197","123022.SZ","2024-5-16","NO","0","0","-0.1338229775428772","1.256615","0.8378","0","1.1785","1","0.03244","0","23"
"1198","123072.SZ","2024-5-16","NO","0","0","-0.05637545511126518","1.562821","2.4312","0","1.2440","0","0.42571","1","21"
"1199","123119.SZ","2024-5-16","PROPOSAL","1","0","-0.11036219447851181","1.961220","3.1622","0","1.1896","0","0.02249","0","23"
"1200","110081.SH","2024-5-17","NO","0","0","-0.045815009623765945","1.075915","3.1951","0","1.0375","0","0.01218","0","24"
"1201","118041.SH","2024-5-17","NO","0","1","-0.021912693977355957","3.033048","5.2047","0","1.1580","0","0.36047","1","21"
"1202","123158.SZ","2024-5-17","NO","0","0","-0.12446174770593643","1.910966","4.3614","0","1.1876","0","0.01592","0","23"
"1203","127097.SZ","2024-5-17","NO","0","1","-0.06680134683847427","2.095918","5.4428","0","1.4008","0","0.17391","1","21"
"1204","113569.SH","2024-5-20","NO","1","0","-0.021698877215385437","2.088596","1.8015","0","1.1160","0","0.28499","1","21"
"1205","123141.SZ","2024-5-21","NO","1","0","0.06527898460626602","1.241703","3.8166","0","1.1647","0","0.06287","1","20"
"1206","110076.SH","2024-5-22","NO","0","1","0.0018308005528524518","1.399695","2.4476","0","1.0998","0","0.25803","0","23"
"1207","110092.SH","2024-5-22","NO","0","1","-0.042404137551784515","1.519809","4.6270","1","0.9391","0","0.09385","0","23"
"1208","113049.SH","2024-5-22","NO","0","0","-0.10894883424043655","1.138010","3.0500","0","1.1305","0","0.37916","0","26"
"1209","118005.SH","2024-5-22","NO","0","0","0.03482402116060257","2.432269","3.6824","0","1.0526","0","0.33582","1","22"
"1210","118037.SH","2024-5-22","PROPOSAL","1","1","-0.11158446967601776","1.784714","5.1225","0","1.1371","1","0.27368","1","21"
"1211","123052.SZ","2024-5-22","PROPOSAL","1","0","0.20805443823337555","1.193996","2.0370","0","1.3211","0","0.02802","1","21"
"1212","123063.SZ","2024-5-22","PROPOSAL","0","0","0.0884542390704155","1.418025","2.1821","0","1.1693","0","0.04314","1","22"
"1213","123155.SZ","2024-5-22","NO","0","0","0.030876614153385162","2.972256","4.2245","1","0.9931","0","0.06326","1","21"
"1214","123170.SZ","2024-5-22","PROPOSAL","0","1","0.027038035914301872","3.139885","4.5092","0","1.1580","1","0.09309","1","22"
"1215","123215.SZ","2024-5-22","NO","0","1","-0.0596572682261467","1.845142","5.1992","0","1.0808","0","0.00575","1","22"
"1216","127090.SZ","2024-5-22","NO","0","1","-0.20183545351028442","3.105661","5.1718","0","1.1854","0","0.52222","1","22"
"1217","128062.SZ","2024-5-22","NO","1","0","0.35135772824287415","8.840483","0.8624","0","1.0927","0","0.01956","1","10"
"1218","128097.SZ","2024-5-22","NO","0","0","-0.11180736124515533","1.793969","1.7632","0","1.1030","0","0.03370","1","22"
"1219","113629.SH","2024-5-23","PROPOSAL","0","0","0.22997303307056427","0.972938","3.3101","1","0.9624","0","0.03526","1","22"
"1220","113638.SH","2024-5-23","NO","0","0","-0.012255006469786167","1.153293","3.6003","0","1.1556","0","0.74776","0","23"
"1221","113047.SH","2024-5-24","NO","0","0","-0.03866901993751526","1.347069","2.8747","0","1.1733","0","0.23505","0","24"
"1222","113605.SH","2024-5-24","NO","0","1","-0.056142453104257584","0.942789","2.4120","0","1.0985","0","0.05640","0","23"
"1223","118003.SH","2024-5-24","NO","1","1","-0.11604394763708115","3.889183","3.5154","0","1.1866","0","0.05146","0","23"
"1224","118018.SH","2024-5-24","NO","0","1","0.39309144020080566","1.075040","4.2355","0","1.0331","1","0.07673","1","21"
"1225","118026.SH","2024-5-24","NO","1","1","0.0008693435811437666","1.218178","4.4189","1","0.9640","0","0.01934","1","21"
"1226","123039.SZ","2024-5-24","NO","1","0","-0.04853913187980652","1.590843","1.5907","0","1.1675","0","0.67816","1","21"
"1227","123091.SZ","2024-5-24","NO","0","0","-0.1725711226463318","2.655070","2.5818","0","1.1646","0","0.14498","0","23"
"1228","127038.SZ","2024-5-24","NO","0","0","-0.14531929790973663","4.246393","3.0445","0","1.1391","1","0.03483","0","24"
"1229","127079.SZ","2024-5-24","NO","1","1","-0.31877055764198303","9.261754","4.5640","0","1.1129","0","0.11041","1","21"
"1230","127091.SZ","2024-5-24","NO","0","1","-0.047845207154750824","1.374129","5.2485","0","1.1842","0","0.15432","0","23"
"1231","128053.SZ","2024-5-24","NO","0","0","-0.18302816152572632","2.307123","0.7283","0","1.1528","0","0.03724","0","23"
"1232","111010.SH","2024-5-27","NO","1","1","0.3521634042263031","2.330941","4.4682","0","1.0808","0","0.07429","0","23"
"1233","118042.SH","2024-5-27","NO","0","1","-0.07181579619646072","1.348988","5.2047","0","1.1344","0","0.01176","1","22"
"1234","123064.SZ","2024-5-27","NO","1","0","-0.12271465361118317","6.677309","2.2642","0","1.1270","0","0.21631","0","23"
"1235","123198.SZ","2024-5-27","NO","0","1","0.11458216607570648","1.875594","5.0322","1","0.9979","0","0.26190","1","21"
"1236","123227.SZ","2024-5-27","PROPOSAL","0","1","-0.02034355141222477","1.857774","5.3990","0","1.2438","0","0.36508","1","21"
"1237","127089.SZ","2024-5-27","NO","0","1","-0.13657444715499878","0.977439","5.1417","0","1.0258","0","0.00526","0","24"
"1238","128117.SZ","2024-5-27","NO","0","0","-0.05306330323219299","1.927088","2.0972","0","1.1479","0","0.07742","1","22"
"1239","110058.SH","2024-5-28","NO","1","0","0.054041918367147446","0.954692","0.8843","0","1.1521","0","0.49428","1","22"
"1240","110085.SH","2024-5-28","NO","0","1","-0.07978518307209015","1.607611","3.7426","0","1.0842","0","0.05882","0","24"
"1241","111014.SH","2024-5-28","NO","0","1","-0.2472114861011505","2.938991","5.0623","0","1.0981","0","0.21739","0","23"
"1242","123185.SZ","2024-5-28","NO","1","1","-0.03072136640548706","2.899435","4.8405","0","1.0601","0","0.22137","1","21"
"1243","123240.SZ","2024-5-28","PROPOSAL","0","1","-0.055550213903188705","1.100291","5.6783","0","1.1553","0","0.07273","0","23"
"1244","127007.SZ","2024-5-28","PROPOSAL","1","0","0.1481720507144928","0.460975","0.0849","0","1.0784","1","0.14499","0","24"
"1245","127016.SZ","2024-5-28","NO","0","0","-0.1379363238811493","4.133944","1.8645","0","1.1090","0","0.30911","0","24"
"1246","127030.SZ","2024-5-28","NO","0","1","0.07340776920318604","0.489158","2.8145","0","1.1439","0","0.03940","0","24"
"1247","128127.SZ","2024-5-28","NO","0","0","0.9676344394683838","0.762136","2.2286","1","0.9993","1","0.03608","1","19"
"1248","113677.SH","2024-5-29","NO","0","1","-0.13264113664627075","7.462188","5.2950","0","1.0950","0","0.10067","1","22"
"1249","123174.SZ","2024-5-29","NO","0","1","-0.04840794578194618","1.912458","4.7173","0","1.1590","0","0.08163","1","22"
"1250","123230.SZ","2024-5-29","NO","0","1","-0.14751233160495758","3.417782","5.4483","0","1.2260","0","0.18584","1","20"
"1251","110047.SH","2024-5-30","NO","1","0","0.13018883764743805","0.475073","0.4791","0","1.0890","0","0.02496","0","24"
"1252","110063.SH","2024-5-30","NO","1","0","0.13018883764743805","0.475073","1.5387","0","1.0239","0","0.03107","0","24"
"1253","123101.SZ","2024-5-30","PROPOSAL","0","0","-0.040080420672893524","1.530611","2.7762","0","1.1267","0","0.17124","0","23"
"1254","123165.SZ","2024-5-30","NO","0","0","-0.058876823633909225","1.553859","4.4107","0","1.0690","0","0.08130","1","22"
"1255","127019.SZ","2024-5-30","NO","0","0","0.11542579531669617","0.146732","2.1246","0","1.0387","0","0.43028","0","23"
"1256","127098.SZ","2024-5-30","NO","0","1","-0.1074267327785492","2.326063","5.4867","0","1.1940","1","0.03846","1","22"
"1257","128072.SZ","2024-5-30","NO","0","0","0.10108383744955063","1.406091","1.2238","0","1.1304","0","0.02731","1","21"
"1258","113542.SH","2024-5-31","NO","0","0","-0.008718887344002724","3.441444","1.1691","0","1.0975","0","0.02433","0","23"
"1259","113610.SH","2024-5-31","NO","0","0","-0.0911378413438797","3.626061","2.5024","0","1.0242","0","0.16285","1","21"
"1260","123173.SZ","2024-5-31","NO","0","0","0.028060724958777428","1.842716","4.5832","0","1.1550","0","0.06032","1","20"
"1261","113061.SH","2024-6-3","NO","0","0","-0.0889081209897995","1.361484","4.1123","0","1.2006","0","0.15278","0","24"
"1262","118025.SH","2024-6-3","NO","1","0","-0.19728192687034607","6.594719","4.3915","0","1.2129","0","0.00272","0","23"
"1263","127061.SZ","2024-6-4","PROPOSAL","0","0","-0.001992837991565466","0.579248","3.8768","1","0.9901","0","0.02675","1","22"
"1264","110064.SH","2024-6-5","PROPOSAL","0","0","-0.008984748274087906","0.969908","1.5414","0","1.1262","1","0.00568","0","24"
"1265","113680.SH","2024-6-6","NO","0","1","-0.1289042830467224","2.245921","5.4428","0","1.2886","0","0.21368","1","21"
"1266","118007.SH","2024-6-6","NO","0","0","0.005161983892321587","2.705978","3.7919","0","1.0420","1","0.04492","1","21"
"1267","123159.SZ","2024-6-6","NO","0","0","-0.044064026325941086","2.497244","4.3094","0","1.0928","0","0.14615","1","22"
"1268","127088.SZ","2024-6-6","NO","0","1","-0.07467910647392273","1.168255","5.0732","0","1.1852","0","0.10000","1","22"
"1269","110081.SH","2024-6-7","NO","0","0","-0.045815009623765945","1.075915","3.1376","0","1.0383","0","0.00744","0","24"
"1270","113657.SH","2024-6-7","NO","0","0","-0.02633010223507881","6.245988","4.3121","0","1.0325","0","0.07474","1","22"
"1271","123067.SZ","2024-6-7","NO","0","0","0.03131728246808052","2.687014","2.2779","0","1.1766","0","0.01247","1","22"
"1272","123200.SZ","2024-6-7","NO","0","1","-0.03123096190392971","2.529215","5.0541","0","1.1860","0","0.16901","1","20"
"1273","127033.SZ","2024-6-7","NO","1","0","0.0866159200668335","1.671272","2.8556","1","0.5360","0","0.00136","1","20"
"1274","113519.SH","2024-6-11","NO","0","0","0.0065931109711527824","1.405220","0.4079","0","1.1598","0","0.17978","0","23"
"1275","113663.SH","2024-6-11","NO","0","1","-0.07595554739236832","2.402346","4.4654","0","1.1626","1","0.07649","1","22"
"1276","123175.SZ","2024-6-11","NO","1","1","0.4388866722583771","2.641766","4.7009","1","0.9246","0","0.02381","1","21"
"1277","123234.SZ","2024-6-11","NO","0","1","-0.03366272523999214","1.953597","5.5003","0","1.1259","0","0.55446","1","21"
"1278","127077.SZ","2024-6-11","NO","1","0","-0.05190947651863098","2.212366","4.4764","0","1.1260","0","0.05638","1","22"
"1279","118043.SH","2024-6-12","NO","0","1","0.00006459185533458367","2.059241","5.1718","0","1.1332","0","0.27586","1","22"
"1280","127090.SZ","2024-6-13","NO","0","1","-0.20183545351028442","3.105661","5.1116","0","1.1576","0","0.08205","1","22"
"1281","128041.SZ","2024-6-13","NO","1","0","-0.119336798787117","3.020738","0.0931","0","2.5180","0","0.05181","1","21"
"1282","128044.SZ","2024-6-13","PROPOSAL","1","0","0.6729731559753418","0.800889","0.1697","1","0.6940","1","0.00144","1","14"
"1283","128137.SZ","2024-6-13","NO","0","0","-0.1737062633037567","2.204052","2.3929","0","1.1800","0","0.00704","1","22"
"1284","128062.SZ","2024-6-14","PROPOSAL","1","0","0.35135772824287415","8.840483","0.7995","0","1.0400","0","0.00161","1","10"
"1285","128105.SZ","2024-6-14","NO","1","0","0.3874223828315735","1.517117","1.8179","0","1.0484","0","0.05359","1","22"
"1286","128132.SZ","2024-6-14","PROPOSAL","1","0","-0.050445228815078735","1.196883","2.2533","0","1.1401","1","0.04181","0","23"
"1287","110095.SH","2024-6-17","NO","0","1","-0.029739171266555786","0.819585","5.1417","1","0.8712","0","0.01676","0","23"
"1288","113530.SH","2024-6-17","NO","1","0","-0.45728105306625366","1.296658","0.7748","0","1.1531","0","0.01522","0","23"
"1289","123186.SZ","2024-6-17","NO","0","1","0.10926714539527893","1.086570","4.7858","1","0.8872","0","0.02555","1","21"
"1290","127091.SZ","2024-6-17","NO","0","1","-0.047845207154750824","1.374129","5.1828","0","1.1450","0","0.10734","0","23"
"1291","110082.SH","2024-6-18","NO","0","0","-0.08531845360994339","2.852452","3.3593","0","1.1176","0","0.17476","0","23"
"1292","113681.SH","2024-6-18","NO","0","1","-0.10366491228342056","1.393206","5.5305","0","1.1545","1","0.13830","1","22"
"1293","118012.SH","2024-6-18","NO","0","0","0.06236983835697174","3.132759","4.0465","0","1.2074","0","0.13245","1","21"
"1294","123198.SZ","2024-6-18","NO","0","1","0.11458216607570648","1.875594","4.9719","1","0.9089","0","0.10222","1","21"
"1295","127089.SZ","2024-6-18","NO","0","1","-0.13657444715499878","0.977439","5.0815","0","1.0250","0","0.00976","0","24"
"1296","128081.SZ","2024-6-18","NO","0","0","-0.08230919390916824","1.579378","1.4264","0","1.1072","0","0.06256","0","23"
"1297","111003.SH","2024-6-19","NO","0","0","-0.15706439316272736","1.402235","3.7153","0","1.2090","0","0.48851","1","22"
"1298","118000.SH","2024-6-19","PROPOSAL","0","0","-0.02436877228319645","1.999191","2.6804","0","1.0042","0","0.00127","1","22"
"1299","123185.SZ","2024-6-19","NO","1","1","-0.03072136640548706","2.899435","4.7803","0","1.0607","0","0.07942","1","21"
"1300","123212.SZ","2024-6-19","PROPOSAL","0","1","-0.04277992248535156","1.583781","5.1034","0","1.1731","0","0.37879","1","22"
"1301","110058.SH","2024-6-20","PROPOSAL","1","0","0.054041918367147446","0.954692","0.8214","0","1.1228","0","0.32581","1","22"
"1302","127026.SZ","2024-6-20","NO","0","0","-0.1129869669675827","2.687451","2.4668","0","1.1210","1","0.10169","0","23"
"1303","127102.SZ","2024-6-20","NO","0","1","-0.1327473670244217","0.933562","5.5140","0","1.1356","1","0.17526","0","24"
"1304","123132.SZ","2024-6-21","NO","0","0","0.05095205828547478","1.620816","3.4880","1","0.9905","0","0.02037","1","22"
"1305","123152.SZ","2024-6-21","NO","0","0","-0.08081487566232681","2.820829","4.0821","0","1.1793","0","0.08744","1","21"
"1306","128082.SZ","2024-6-21","PROPOSAL","1","0","0.10806208103895187","1.591602","1.4538","0","1.2242","0","0.02045","1","20"
"1307","113608.SH","2024-6-24","NO","0","0","-0.011565836146473885","2.417669","2.3765","0","1.0652","0","0.01161","1","21"
"1308","123208.SZ","2024-6-24","NO","1","1","-0.03697136044502258","1.840567","5.0815","0","1.1205","0","0.01951","0","23"
"1309","113058.SH","2024-6-25","PROPOSAL","1","1","-0.09315606951713562","1.450672","3.7618","0","1.0865","0","0.02111","0","23"
"1310","113610.SH","2024-6-25","PROPOSAL","0","0","-0.0911378413438797","3.626061","2.4339","0","1.0043","0","0.14793","1","19"
"1311","113652.SH","2024-6-25","NO","1","1","0.13000456988811493","2.054277","4.0739","0","1.1440","0","0.83669","0","23"
"1312","113665.SH","2024-6-25","NO","0","0","0.05912216007709503","1.371618","4.4736","1","0.8444","0","0.02601","1","22"
"1313","123056.SZ","2024-6-25","PROPOSAL","1","0","0.10908796638250351","0.362817","1.9959","1","0.8710","0","0.00317","1","22"
"1314","127078.SZ","2024-6-25","NO","0","0","-0.08391410857439041","5.698386","4.4709","0","1.1151","0","0.04310","1","21"
"1315","127081.SZ","2024-6-25","PROPOSAL","0","0","-0.34731972217559814","9.118854","4.6872","0","1.2200","0","0.00360","1","21"
"1316","110072.SH","2024-6-26","NO","1","0","0.013610364869236946","1.120743","2.1437","1","0.7790","0","0.00110","0","24"
"1317","113600.SH","2024-6-26","NO","1","0","0.15261569619178772","1.541937","2.1300","1","0.9017","0","0.00329","1","21"
"1318","113678.SH","2024-6-26","PROPOSAL","1","1","-0.033411480486392975","1.008017","5.3142","0","1.2119","0","0.18571","1","21"
"1319","118008.SH","2024-6-26","PROPOSAL","0","1","0.017472006380558014","1.783273","3.9918","1","0.8062","0","0.00216","1","22"
"1320","111016.SH","2024-6-27","PROPOSAL","0","1","-0.10931989550590515","2.234494","5.0760","0","1.0880","0","0.10244","1","22"
"1321","111019.SH","2024-6-27","NO","0","0","-0.04450417682528496","2.725353","5.8042","0","1.1033","0","0.03571","1","22"
"1322","113666.SH","2024-6-27","NO","0","1","-0.23356203734874725","0.962596","4.6598","0","1.1713","0","0.42951","0","23"
"1323","128063.SZ","2024-6-27","PROPOSAL","1","1","0.0915718749165535","2.016265","0.7666","0","1.1600","0","0.00240","1","22"
"1324","111009.SH","2024-6-28","NO","0","0","0.15896397829055786","1.134076","4.3614","1","0.8969","0","0.00531","0","23"
"1325","113053.SH","2024-6-28","NO","0","1","-0.2009386420249939","1.395475","3.5209","0","1.0102","0","0.00175","0","26"
"1326","113680.SH","2024-6-28","NO","0","1","-0.1289042830467224","2.245921","5.3826","0","1.2104","0","0.03788","1","21"
"1327","118007.SH","2024-6-28","NO","0","0","0.005161983892321587","2.705978","3.7317","1","0.9737","1","0.01328","1","21"
"1328","123052.SZ","2024-6-28","NO","1","0","0.20805443823337555","1.193996","1.9357","0","1.2710","0","0.00314","1","21"
"1329","123237.SZ","2024-6-28","PROPOSAL","0","1","-0.2153344750404358","3.840620","5.5195","0","1.1226","0","0.56701","1","21"
"1330","110081.SH","2024-7-1","NO","0","0","-0.045815009623765945","1.075915","3.0719","1","0.9444","0","0.00146","0","23"
"1331","110087.SH","2024-7-1","NO","0","1","0.07345035672187805","0.668864","3.9781","1","0.9924","1","0.00853","0","24"
"1332","113653.SH","2024-7-1","NO","1","1","-0.05439959466457367","1.380373","4.0739","0","1.0100","0","0.06122","1","22"
"1333","113659.SH","2024-7-1","NO","0","1","-0.30601388216018677","1.411152","4.2875","0","1.1064","0","0.15128","0","23"
"1334","118022.SH","2024-7-1","NO","0","1","-0.07932732254266739","2.692718","4.2793","1","0.9555","1","0.00253","0","23"
"1335","123067.SZ","2024-7-1","NO","0","0","0.03131728246808052","2.687014","2.2122","0","1.0972","0","0.00111","1","22"
"1336","123112.SZ","2024-7-1","NO","0","0","-0.03737035021185875","3.762163","2.7680","0","1.1689","0","0.00391","1","22"
"1337","123133.SZ","2024-7-1","NO","1","1","-0.0884554535150528","5.482282","3.4743","0","1.1047","0","0.18974","1","22"
"1338","123189.SZ","2024-7-1","NO","0","1","0.1295509785413742","0.741732","4.7639","1","0.8149","0","0.05319","1","20"
"1339","123193.SZ","2024-7-1","NO","0","1","-0.10191576182842255","1.723342","4.7830","0","1.0000","0","0.07273","1","22"
